"Entity","Domain","Column_Count","Relationship_Count","Parent_Entity","Subtype_Count","Description"
"MEDIUM_TERM_NOTE","Other","4","1","INVESTMENT_PRODUCT","0","Medium Term Notes (MTN) are noncallable, unsecured, senior debt securities with fixed coupon rates and investment grade credit ratings. They differ from corporate bonds in the distribution process. They are traditionally sold on a best efforts basis by investment banks."
"MEMBER_PRIVACY_PREFERENCE","Other","7","3","","0","A user's privacy preferences for the collection and use of personal data.  Example: - Mary Jones permits direct marketing to a specific address but not to any of her telephone numbers and does permit release of certain types of personal information.  It is expected that only explicit choices made by"
"MENU_OPTION_TYPE","Investment Management","2","1","","0","This minor entity translates the calling option to a description. This entity would only be used during a session with a Voice Response Unit or other automatic device that directs the customer through a series of options before they get to the one they want."
"MERCHANT_SERVICE_AGREEMENT","Agreement/Account","0","0","NETWORK_SERVICE_AGREEMENT","0","MERCHANT SERVICE AGREEMENT is a type of AGREEMENT the company enters into with a merchant to provide a service such as fraud checking, debit service, interchange, and merchant discount."
"MERCHANT_TRANSACTION_FRAUD","Financial Transaction","0","0","TRANSACTION_FRAUD_CASE","0","This entity contains those cases where the fraud is due to fraudulent activity related to an access device transaction such as a credit or debit card purchase at a merchant."
"MERGER","Other","3","1","INVESTMENT_CORPORATE_ACTION","0","A general term used to refer to the consolidation of companies. A merger is a combination of two companies to form a new company."
"METRIC_DOMAIN_TYPE","Reference Data","2","1","","0","Identifies whether the metric is an amount, a rate, or a quantity."
"METRIC_PURPOSE_TYPE","Channel Management","2","2","","0","This is a code to describe the purpose of the metric. For example, a site that is a company building might measure physical characteristics such as square footage."
"METROPOLITAN_STATISTICAL_AREA__GEO","Other","1","5","GEOGRAPHICAL_AREA","0","Metropolitan Statistical Area (MSA). Predefined geographic areas for marketing use, centered on large metropolitan areas. Commonly used in the USA.  Note: MSA is one of many geographical classification schemes and is shown only as an example. All classifications used by an actual client should be ad"
"MICROSITE","Other","6","9","WEB_SITE","0","This entity captures information regarding a separate page of a web site that has a separate URL than its home page and is used to provide information about and/or promote something that is related to the home page.  Examples: - A museum's web site may have a link to a microsite with information abo"
"MICROSITE_ACTIVITY_TYPE","Other","2","1","","0","This entity captures information regarding microsite activities.  Examples: - A museum's web site may have a link to a microsite with information about a special exhibition the museum is running - A computer manufacturer may create a microsite to give the user information about a new product design"
"MICROSITE_CATEGORY_STATUS","Other","5","2","","0","This entity captures information regarding statuses of categories."
"MICROSITE_CATEGORY_STATUS_TYPE","Other","2","1","","0","This entity captures information regarding the status of a specific category.  Examples: - Active - In active - Paused"
"MICROSITE_CATEGORY_XREF","Other","4","3","","0","This entity captures detail information regarding microsite categories."
"MICROSITE_CONTENT_CATEGORY","Other","3","2","","0","This entity captures information regarding content categories."
"MICROSITE_CONTENT_GROUP","Other","2","1","","0","This entity captures information regarding the grouping of content."
"MICROSITE_CONTENT_RATING","Other","3","2","","0","This entity captures information regarding a specific rating (or certification) that can be assigned to content for an audience type or age.  Example: - MPAA (PG, PG-13, R, and NC-17) - ESRB (E, E 10+, T, M, A, RP)"
"MICROSITE_CONTENT_RATING_REASON","Other","2","1","","0","This entity provides the reason a certain content rating is assigned.  Note: A recursive structure can be added if a hierarchy (or subdivisions) of reasons are required.  Examples: - Adult themes - Strong language - Sexual content - Violence"
"MICROSITE_CONTENT_RATING_SYSTEM","Other","3","2","","0","This entity captures information regarding a rating (or certification) system devised to rate content for an audience type or age.  Examples: - MPAA rating system for USA films - PMRC rating system for music content - ESRB rating system for video/computer games"
"MICROSITE_DOCUMENT_ROLE","Other","2","1","","0","This entity contains the role that the document has on the microsite."
"MICROSITE_DOCUMENT_XREF","Other","9","4","","0","This entity captures information regarding documents associated with microsites."
"MICROSITE_MEMBER","Other","6","2","","0","This entity captures information that links microsites to members."
"MICROSITE_METRIC_TYPE","Other","2","1","","0","This is a code for the microsite metric such as number of times visitors view a microsite page or number of times visitors click a link on a microsite page."
"MICROSITE_METRIC_XREF","Other","6","2","","0","This entity contains metrics about the microsite that is related to a web page such as number of times visitors view a microsite page or number of times visitors click a link on a microsite page."
"MICROSITE_PARTY_ROLE","Party Management","3","1","","0","This entity captures information regarding the roles parties play in their interactions with a microsite.  Examples: - Publisher - Modifier - Owner"
"MICROSITE_PARTY_XREF","Party Management","7","4","","0","This entity captures information regarding individuals or organizations that maintain a microsite. Roles can include designed, modified, and published."
"MICROSITE_RATING_REASON_XREF","Other","3","2","","0","This entity captures information regarding all the reasons a specific rating code of a specific rating system was assigned to content.  Examples: - Strong language - Strong violence"
"MICROSITE_RATING_XREF","Other","4","4","","0","This entity captures information regarding a specific rating (or certification) that has been assigned to the microsite content for an audience type or age.  Example: - MPAA – R"
"MICROSITE_STATUS","Other","3","2","","0","This entity captures information that contains the status of microsites."
"MICROSITE_STATUS_TYPE","Other","2","1","","0","This entity captures information regarding the microsite status type."
"MICROSITE_TARGET_GROUP","Other","6","2","","0","This entity captures information regarding the target group for a microsite."
"MILITARY_STATUS_TYPE","Other","2","1","","0","Possible code values for military status. Some common statuses are active reserve, active duty, or none."
"MISCELLANEOUS_BENEFIT_PLAN","Human Resources","0","0","BENEFIT_PLAN_OPTION","0","A subtype of BENEFIT PLAN OPTION for various benefits that may not fit in traditional benefit categories. An example might be an employee discount."
"MM_OBJECT_TEXT_SECTION","Other","2","2","","0","This entity is the link to multimedia object text unstructured data."
"MOBILE_PHONE","Party Management","0","1","ACCESS_DEVICE","0","This represents a physical mobile phone, which could be used as a device to access an account."
